,State,Year,Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental.1,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare,Parks Total Expenditure
534,MONTANA,2001,2739648,431048,4048049,3619417,3602354,581127,1318446,124536,4224359,352364,1495810,106955,1205168,9825476,233868,393436,146389,146389,1221674,432448,218327,359225,40971,427498,2144785,602847,11199
535,MONTANA,2002,2751900,426510,4265076,3784702,3721242,266309,1426854,199479,4033180,370801,1442731,106311,1289328,9951022,253857,442388,142663,142663,1290112,464270,182521,286710,43257,452804,2268655,659976,6468
536,MONTANA,2003,2879317,468124,4436890,3917125,3967788,593375,1582665,207449,4608118,385840,1487019,103384,1372442,9878835,262645,479761,125218,125218,1309559,469298,187761,313763,45678,495515,2349347,663613,6319
537,MONTANA,2004,3048862,522585,4691318,4119927,4142628,1156856,1707215,233372,5349008,437051,1625692,121156,1377921,11802124,227881,528430,123448,123448,1319126,362622,279892,281964,45940,537810,2483536,762029,14523
538,MONTANA,2012,3995366,464865,6362612,5363469,5916400,842248,2452393,315571,6837054,544733,2459324,179557,1616458,14072720,137409,915663,148638,148638,1300869,559067,228512,566479,50151,733851,3726396,1270510,38217
539,MONTANA,2013,3516016,400327,6477930,5459486,5899824,1953979,2364957,320858,7935950,558961,2644610,181838,1668594,14190722,141572,932023,144462,144462,1321162,428341,307808,548292,47257,642266,3853952,1332897,34372
540,MONTANA,2014,3402199,423505,6637771,5589168,6005763,2239287,2378831,314271,8330446,550254,2655553,189155,1729038,15038291,124473,956849,129933,129933,1406877,501353,232852,577628,49885,679324,3922291,1419884,37063
541,MONTANA,2015,3206612,433014,6733629,5691082,6230304,1112018,2452696,350769,7431634,603200,2843465,203181,1798401,14306384,118398,946581,122950,122950,1407061,456890,219559,540979,53776,692064,4006640,1459870,37460
542,MONTANA,2016,3052423,394219,7020952,5976751,6201323,757585,2611018,319020,7052904,562474,2627943,212080,1870825,14761891,126190,944516,116091,116091,1415776,476617,217495,446438,55854,646029,4374166,1709086,17185
543,MONTANA,2017,2795614,425854,7791483,6645706,6677139,2218647,3054845,355602,8992300,620235,2729685,212680,1917487,19787985,206634,1047137,108825,108825,1620424,357702,285373,448683,56261,612622,4978610,2169871,17017
544,MONTANA,2018,2739404,441912,7849765,6664634,7031628,4058335,3124693,379198,11189063,655034,3003980,220128,1893109,20713559,175282,1083716,108990,108990,1580624,344481,311558,489479,54835,645093,5012732,2220855,16694
545,MONTANA,2019,2658644,516407,8033903,6818169,7378199,1587805,3226125,388817,9070507,663096,3168557,214644,1917262,21482007,178277,1108997,118318,118318,1618206,419750,283745,518684,59375,746869,5041323,2257770,17690
546,NEBRASKA,1992,1754223,365268,3623768,3535292,3525758,226849,897151,122367,3752607,335754,1889877,73336,1258940,3941683,143469,88476,127914,127914,1341060,286415,107954,12342,35646,442543,1901333,706417,18239
547,NEBRASKA,1993,1587317,391972,3822975,3717214,3712109,178124,967907,129260,3890233,346184,1981288,83767,1299879,4380059,150157,105761,123541,123541,1284544,284892,111524,23143,38488,480835,2075995,807939,19064
548,NEBRASKA,1994,1468413,412106,3990927,3886825,4026566,419797,1078254,144678,4446363,401848,2143628,79018,1353593,4428725,160238,104102,107186,107186,1351535,309450,118214,21395,39074,517242,2183143,872776,18188
549,NEBRASKA,1995,1367815,480105,4250378,4093751,4194950,419679,1114224,150584,4614629,406310,2219725,84987,1439574,5608698,192394,156627,83476,83476,1417663,321077,127968,16906,40542,544509,2299166,915665,19476
550,NEBRASKA,1996,1401777,462086,4489725,4320072,4535936,462972,1189563,158146,4998908,409777,2369462,93638,1513604,6353211,215763,169653,85284,85284,1434304,337143,130391,19780,42758,573918,2503375,975644,20817
551,NEBRASKA,1997,1494425,506517,4801745,4547500,4740329,797002,1164360,164907,5537331,415642,2548174,105630,1587703,6979643,215305,254245,90200,90200,1476378,363087,130593,27282,45551,596154,2656228,1030428,23384
552,NEBRASKA,1998,1908357,487741,4753513,4564582,4829306,806390,1282063,169034,5635696,397756,2633216,118779,1683083,8392606,217079,188931,106831,106831,1569933,419830,135993,30621,46980,572780,2587584,1108310,26999
553,NEBRASKA,1999,1820130,536546,5183613,4961708,5088969,486566,1420373,174102,5575535,396332,2662103,124459,1907313,8720509,229902,221905,106354,106354,1788679,492775,144352,29350,56554,645514,2736312,1122093,26899
554,NEBRASKA,2000,1680323,657047,5772418,5536622,5705724,479258,1568402,189715,6184982,417228,2981047,172628,1999065,11081909,261953,235796,106340,106340,2093282,622871,156317,32224,61331,554013,3092899,1392953,27469
555,NEBRASKA,2001,1799628,583386,6111217,5842608,5874524,69398,1626621,183294,5943922,415198,3037408,176136,2083264,9385433,323252,268609,116122,116122,2210394,643289,170593,41603,67378,477265,3358732,1508251,27078
556,NEBRASKA,2002,2215191,558075,6536970,6219242,5987028,14902,1822661,195762,6001930,436081,2992522,176533,2191323,9048969,363668,317728,109795,109795,2410003,613345,165308,30422,66750,526457,3620294,1661269,32191
557,NEBRASKA,2003,2135502,594969,6823849,6493783,6749800,535410,2139810,199584,7285210,459812,3347700,182378,2233120,8728950,391150,330066,107132,107132,2355136,639138,164263,26900,69707,557869,3887592,1809391,32494
558,NEBRASKA,2004,1949654,652374,6974335,6640045,7370055,978641,2383391,201921,8348696,463487,3639811,188457,2324444,10401714,308713,334290,96034,96034,2301414,694141,146969,39780,69651,595128,4067296,1899089,30384
559,NEBRASKA,2012,2073385,650806,9457023,8719357,9190126,634057,3148279,183035,9824183,523323,4366617,246439,3285958,9076039,244749,737666,88955,88955,2970952,667554,246498,17169,83244,688721,5450877,2147241,38428
560,NEBRASKA,2013,1846583,756243,9776577,9080193,9823145,1870503,3159353,130762,11693648,528608,4718944,246449,3349390,9527823,243034,696384,70010,70010,2896248,856165,252077,12937,79735,755169,5731813,2426317,44279
561,NEBRASKA,2014,1908707,682144,10062871,9316444,9780646,2316341,3035065,137097,12096987,540257,4887753,281665,3431122,18039761,235916,746427,62102,62102,2896573,727100,286327,15949,79428,763158,6028894,2548714,42939
562,NEBRASKA,2015,1809126,747469,10375930,9664338,9963711,1029405,2992564,172391,10993116,527950,5086759,349077,3593464,18882557,276120,711592,54897,54897,3069947,782733,309208,14479,82705,802515,6176148,2493798,47176
563,NEBRASKA,2016,1950506,864156,10663426,9922974,9880748,751818,3116805,185082,10632566,579220,5117133,362681,3911382,18981968,272745,740452,59894,59894,3009098,652466,198718,16942,88066,901443,6301419,2478245,54173
564,NEBRASKA,2017,2014523,817036,10885615,10209921,10054061,2243433,3179745,182791,12297494,572477,5103105,369624,3873090,21792642,314128,675694,58245,58245,3646185,774549,224942,19874,90473,824452,6576514,2770979,53443
565,NEBRASKA,2018,2056773,737197,11058480,10344150,10470221,1976772,3264232,196215,12446993,601983,5393093,371531,3869733,24326312,295322,714330,58856,58856,3848064,768671,218809,20572,90507,833252,6652925,2843904,60743
566,NEBRASKA,2019,2268176,670752,11149997,10396042,10857855,1433527,3307712,184373,12291382,613234,5754834,382990,3898084,25925984,292283,753955,59570,59570,3881963,788353,219778,21451,90949,811826,6762486,2814001,56854
567,NEVADA,1992,1934144,333472,3825931,2952987,2720927,1168757,547402,217369,3954523,645907,1823376,127967,1113095,6913137,55698,804206,128407,115597,1632747,173295,52735,67379,28513,295087,1402123,449715,16464
568,NEVADA,1993,1653407,345492,4050542,3150967,3159088,1245368,636669,288331,4473976,773613,2180940,153530,1164708,7245402,60614,826220,131218,115140,1725794,156439,52647,85044,30524,302190,1527321,513493,13058
569,NEVADA,1994,1684543,415928,4202574,3403989,3460261,1229369,719125,286709,4766682,783696,2380709,135892,1240035,7734386,61974,714646,103647,88413,1909512,139446,47982,125454,32836,399142,1630019,564613,14858
570,NEVADA,1995,1996136,440657,4581276,3718345,3895534,1501232,781752,307914,5477926,822551,2698343,135987,1351431,8905151,69598,784842,113940,98839,2151502,173564,48066,130058,32744,415358,1751009,612103,14285
571,NEVADA,1996,2258523,418492,4831342,4024021,4151898,1805838,804368,312972,6003479,869290,2895346,150718,1538772,10205000,78560,724730,157788,129092,2357575,198615,56969,141381,39218,399888,1837481,653102,13923
572,NEVADA,1997,2769136,388360,5129625,4328082,4386336,2081578,829530,302637,6494347,902594,3034156,180483,1677034,12417952,89068,755124,174559,155753,2585643,228083,66134,130211,39307,369988,1982203,653902,14539
573,NEVADA,1998,2880506,443335,5397584,4696321,4614860,2678527,911731,335993,7319969,969647,3113000,205550,1835050,14299870,92485,618305,195946,174364,2779781,258047,62445,150611,43838,389074,2169743,723363,18486
574,NEVADA,1999,2997447,552776,6103167,5279811,5013391,2530913,984246,344664,7572930,1094993,3430007,220166,2051345,16333591,93834,778509,236721,232953,3007185,267294,70218,160476,47979,482346,2395621,788181,25533
575,NEVADA,2000,2990150,593471,6047267,5369012,5473415,1779758,1057120,362478,7285079,1212292,3717255,220695,2137608,18607589,112244,633254,123661,119926,3220119,320334,82779,200811,57918,583135,2400480,822097,19013
576,NEVADA,2001,3387247,513235,6747035,5871195,5776331,716525,1161832,372889,6643897,1238193,3832227,235568,2333818,18587331,146394,706961,257911,254402,3233411,325576,83417,172393,62011,620179,2937426,844518,17308
577,NEVADA,2002,3667666,450483,7410738,6304874,6167176,557482,1338212,438756,6888159,1267983,3945329,226554,2523220,18741419,185956,937172,150123,149556,3540606,370245,92729,168577,63671,630771,3290556,1040294,17053
578,NEVADA,2003,3604272,488663,7816481,6705536,6548496,1656960,1498008,449224,8351343,1309644,4129137,216356,2666071,19261506,198602,961312,136806,132342,3728782,334215,109909,177948,58925,705996,3481697,1190018,17379
579,NEVADA,2004,3845557,744452,8575428,7445062,7378678,2674824,1700869,623400,10196550,1559853,4716660,234116,3011529,21867056,210948,985326,188084,184030,4174860,414774,118250,290875,62023,739201,3602052,1292137,19240
580,NEVADA,2012,3896718,802867,13118898,10200268,11106332,2524281,3121971,583829,13720979,1798004,6775112,261258,4123710,15489997,248568,2828507,180780,178289,4668210,546714,117838,959321,92386,965428,4932306,1885252,18424
581,NEVADA,2013,3609752,787942,12973599,10339007,11392344,5475375,3116031,586801,16946884,1831007,7026626,261258,4216141,17623589,249367,2550727,175796,173588,4769276,566641,118494,971462,92386,965953,4969637,1885252,18424
582,NEVADA,2014,3520774,381126,13128288,10330490,11474077,6744206,3051034,608375,18280465,1885328,7143169,256748,4470325,21521508,227361,2730399,150185,147918,4761934,573608,104688,820597,83670,496160,5374407,2168855,19795
583,NEVADA,2015,3351972,610958,14080059,11662037,13062884,3311665,4164928,649333,16431567,1958261,7532989,258420,4714642,21459786,227383,2356272,153957,151765,4811894,612184,95390,844888,77752,603588,6300319,3154084,18905
584,NEVADA,2016,3222367,611236,14656453,12027144,13887186,2855466,4575171,652383,16791394,2081510,8026362,272809,4652539,22786019,224810,2578586,127114,127114,4956328,494122,97322,1026202,80524,706200,6538215,3372920,18640
585,NEVADA,2017,3248814,932260,16216524,13597168,15275138,6593394,5234577,666527,21911864,2167041,8624618,312050,5149877,45137590,294877,2575154,138456,138456,6774891,563631,137990,1034807,90666,996955,7285731,3723259,22686
586,NEVADA,2018,3435955,962791,17410690,14638610,16087532,5893513,5454068,661240,22026408,2233767,9157036,339980,5653496,48773884,303545,2723410,139415,139415,7344123,595338,146744,1166340,98896,1043712,7829890,3956409,28748
587,NEVADA,2019,3307058,932648,17769897,14808711,16789588,6167580,5416022,700863,23007784,2335181,9744547,334046,5628644,52980889,285724,2887907,146431,146431,7125389,715221,145321,1208061,94520,903193,8253499,4308950,34170
588,NEW HAMPSHIRE,1992,4731924,142341,2871051,2452808,2432483,218078,799809,106976,2856678,686740,985415,45698,467794,5923240,101077,257052,297478,297469,478594,360864,32175,61106,24196,192968,1797183,937208,15014
589,NEW HAMPSHIRE,1993,5242431,179173,2897994,2583651,2550473,113530,850168,107453,2874038,673355,993285,49681,517573,5120668,101686,148386,327442,327434,508925,394410,33340,50524,26201,223465,1849141,918863,16805
590,NEW HAMPSHIRE,1994,5650805,169947,3178735,2797452,2649303,220303,1027308,105250,3081072,484915,837002,53490,535244,6183176,107480,214615,359853,359846,580174,454863,32961,66700,25256,214106,1963923,1081516,14520
591,NEW HAMPSHIRE,1995,5781281,162089,3095874,2717920,2673938,384525,925424,112031,3269799,540716,918461,58628,557018,8331380,117828,210329,373340,373340,583680,478977,37106,61505,26677,205280,1872252,942933,13371
592,NEW HAMPSHIRE,1996,5832969,177868,3240034,2841106,2706280,631708,1011082,108038,3560835,428740,837092,61719,579266,8469775,106147,217109,375769,375769,643949,486313,34879,68805,26748,224301,1979919,987830,12766
593,NEW HAMPSHIRE,1997,5848446,206272,3323538,2891458,2795550,525213,988193,120568,3560750,458732,914847,59804,624135,9182358,138275,223010,379797,379797,629141,505151,30082,74477,29158,306495,2007845,904665,11585
594,NEW HAMPSHIRE,1998,5367479,240612,3477180,3039479,2968123,787590,1023619,124730,4010298,497958,1008518,60588,693769,8608115,122456,217625,385471,385471,709221,524896,32827,87838,32784,318049,2092744,924685,8201
595,NEW HAMPSHIRE,1999,5426537,270055,3594322,3100742,3108336,649176,1112328,132340,4024270,516667,1070803,78280,706836,9176801,122937,240630,340036,340036,752566,494098,36228,102844,35189,346338,2181021,947356,6713
596,NEW HAMPSHIRE,2000,5498568,286172,4366072,3884463,3875933,826132,1157147,142566,4993168,555501,1696085,85522,1337352,9494814,132710,232504,309874,309874,1335217,569777,44698,619867,39204,351812,2396938,1072978,8646
597,NEW HAMPSHIRE,2001,5607884,250472,4411243,3890457,3999543,268792,1258365,145372,4574828,574153,1755620,83968,1320844,9343966,141764,258055,252294,252294,1384597,515124,41887,609081,41482,361214,2520997,1063926,7713
598,NEW HAMPSHIRE,2002,5396517,306427,4822727,4176687,4390665,-80801,1389386,184588,4636375,605386,1897021,79500,1530290,8856961,147828,367321,321832,321832,1598667,598482,42571,658301,36800,377200,2550169,974600,6300
599,NEW HAMPSHIRE,2003,5594078,348795,5276466,4591789,4566307,293324,1464454,192420,5206836,632757,1959211,95637,1635389,8939388,175661,385956,310212,310212,1722677,597773,70642,682754,41749,374780,2846144,1185850,11249
600,NEW HAMPSHIRE,2004,6528236,293670,5538549,4826730,4596019,778662,1676883,184707,5746557,674354,1990926,94423,1667818,10281168,137669,384809,301830,301830,1725104,617908,61365,669493,37454,374149,3173141,1441935,13657
601,NEW HAMPSHIRE,2012,8029849,458249,7594938,6414705,5869737,754447,1887924,262399,7182441,875037,2205045,114099,2328030,10348741,68117,740998,392369,392369,2447684,885436,50984,464743,56624,550635,4048994,1662374,24086
602,NEW HAMPSHIRE,2013,8763339,492445,7610929,6398663,6173131,1670508,1902191,252441,8432461,948297,2352699,114484,2252093,11861475,70809,744132,357212,357212,2539086,967204,50233,499737,55659,576226,4022335,1709067,24068
603,NEW HAMPSHIRE,2014,8217510,405736,7663950,6340906,6243254,1659303,2127346,280011,8513877,880245,2285717,113231,2214425,12108129,78062,834520,343124,343124,2539297,910070,46259,489871,57570,535513,4103556,1764919,23450
604,NEW HAMPSHIRE,2015,8211178,398924,8010099,6764330,6558237,835765,2267872,322667,8025097,970102,2487737,121853,2277515,11732117,93285,742755,333322,333322,2578363,894086,50577,522251,62687,507557,4522370,2106083,26106
605,NEW HAMPSHIRE,2016,7869122,446704,8534007,7235819,6990282,661288,2608163,426284,8322605,958052,2620443,122053,2391848,11126944,118117,762071,328956,328956,2558627,822416,58642,568496,62259,479911,5058305,2423371,24943
606,NEW HAMPSHIRE,2017,7739447,493802,8797525,7468647,7081110,1726724,2720286,425039,9493975,959384,2592039,145827,2377784,15738123,97799,767938,318874,318874,2555325,822331,57884,568496,71944,528633,5255675,2584338,27934
607,NEW HAMPSHIRE,2018,7739271,403711,8889600,7527219,7566526,1481812,2799206,435544,9741498,1025902,2920888,135173,2304692,16638095,144369,799654,315144,315144,2624999,896559,60669,563672,66713,545642,5368990,2597379,25699
608,NEW HAMPSHIRE,2019,7600010,452194,9050114,7644196,7572559,1244901,2821709,465056,9524707,993686,2969381,132161,2304994,17324478,142365,832202,316247,316247,2647147,836764,55541,556252,71891,522415,5427554,2646521,28204
609,NEW JERSEY,1992,19786201,2160051,29316217,24109399,23400274,5155726,5337844,573085,28921792,2958268,12802662,659074,7017892,44631192,474848,4195847,1394755,1385961,12206610,3153942,224852,274309,233751,1835212,13496190,6050389,234075
610,NEW JERSEY,1993,21778675,1874448,28922752,23630213,23812593,5423009,5917526,603985,29610785,3123391,13021982,678673,7116917,47287459,521286,4313180,1247395,1238011,12372291,2671705,188557,346357,284514,1615224,13152732,5743126,324439
611,NEW JERSEY,1994,22894179,2145616,29605770,24432409,24028565,5371137,5246012,614423,29807721,3163418,13494043,702214,7614241,49213466,546514,4059057,1305764,1296825,12393927,2962715,208640,377641,278813,1779672,13579873,5892124,279746
612,NEW JERSEY,1995,24357951,2713013,32605483,26438155,25342938,6903908,6051263,720570,32675210,2842034,13606950,825382,7406043,52230780,653569,4766915,1176515,1168210,12565778,3217499,272699,342039,295862,2119032,15705461,6773448,331901
613,NEW JERSEY,1996,25601576,2242394,32314887,26035016,26614948,8795574,6663301,752861,35857209,3045373,14384897,874753,7749529,57497790,593636,4857439,1336889,1328706,11965381,3038019,162647,379234,258512,1811523,15700489,6744113,381645
614,NEW JERSEY,1997,26590636,2283969,29429586,23053317,26963004,8655049,6362916,742208,36086757,2776954,14414778,1002137,7281765,63420022,754228,4814622,1385208,1377170,9809272,3233368,244520,390798,236487,1592629,14281256,4825740,372153
615,NEW JERSEY,1998,27213664,2721046,31701874,25974058,28357326,8179506,6391527,753229,37007323,2884171,15604971,1066895,8460330,69271229,813249,4313525,1235420,1227757,11110681,3302954,303203,432744,252699,1864700,15943789,5234703,619236
616,NEW JERSEY,1999,27931901,2185455,32058406,25830903,29708463,8956858,7120257,756784,39149997,2928416,16926417,1102801,8514253,74828918,698841,4570423,1183704,1176200,12181332,2642133,284718,528931,301832,1612732,16017095,5338251,302758
617,NEW JERSEY,2000,28938283,2367710,34783171,28160194,32237376,9603676,7743380,789947,42339819,2691593,18147604,1161043,9608981,83081279,763044,4736835,1160135,1152847,13420006,3138027,322011,605422,405584,1540914,17544969,5730105,324078
618,NEW JERSEY,2001,29727858,3031116,37659554,30476649,34372985,7889553,8595009,853324,42788178,2747812,19253297,1206768,10397395,86142306,905061,5296908,1196293,1189192,14170826,3161508,352582,603484,404771,2176802,18702534,5813422,430370
619,NEW JERSEY,2002,32093133,3652122,41987647,32935974,33896598,-1733788,8676521,957183,32709241,2780596,18328814,1193432,10243518,85520066,919358,6789780,1205890,1198998,15744073,3208872,431832,655908,347190,2256707,20634445,6703300,515824
620,NEW JERSEY,2003,33608678,3815532,44947598,34859788,38819455,6678555,9064614,1169923,46077610,3085383,19936266,1294773,11215395,84806185,882500,7718350,1157886,1151253,15904651,5878207,371247,612578,390817,2559450,22852847,7005033,362743
621,NEW JERSEY,2004,40640195,3464120,48975600,38584187,38356817,12093158,9815674,1182018,51041285,3478584,20986204,1286839,12856212,88080455,1075595,8131855,1446132,1441728,15533687,3173681,331220,766171,423136,2300216,24913395,10272122,398909
622,NEW JERSEY,2012,64851557,3965229,71913710,54255464,51973778,7243122,14375479,1425441,60220054,3910003,27456175,1519653,20403098,76743720,2425126,15340405,2180640,2177687,17939955,4764523,701090,963631,753597,3397717,33941647,13933817,270936
623,NEW JERSEY,2013,64264050,4931753,72462324,55151997,54640182,15723230,14753084,1516432,71352294,3743345,29076881,1531169,20995565,83052495,3004913,14532855,2164485,2161885,18011944,4943987,636634,971646,901766,4013240,34104034,13537859,193940
624,NEW JERSEY,2014,66089949,5030345,75090096,58675029,57307952,16597416,16205088,1516698,74934486,3866004,29679226,1511139,21561382,74222948,3105384,13588181,2104900,2102621,19854105,5190718,541900,1068936,977059,4143820,36589018,14750380,215596
625,NEW JERSEY,2015,67167455,5211819,76152869,60697956,61376264,7995779,18235556,1553255,70427028,3805842,31567654,1471630,22285616,95102743,2874076,12746424,2096474,2095004,20081869,5097029,558457,1233139,831284,3884642,37799414,17094670,238167
626,NEW JERSEY,2016,66731791,5019460,77324516,61255819,61097033,4822825,17820872,1499889,67038800,3905629,31546720,1481697,23464851,91411822,2851749,13139220,2180361,2178891,19649922,4977441,516329,1288020,785688,3526176,38740700,17476845,253022
627,NEW JERSEY,2017,65874095,4933103,75987690,59612497,62977271,17912279,17930294,1550059,82012478,4571388,33100504,1483249,21899393,119753968,1795830,13356574,2204367,2202761,19045687,5214219,526801,1319127,764941,3246251,39277151,18839656,213561
628,NEW JERSEY,2018,65574574,4657615,78050214,61139142,66137838,17824567,18094137,1542213,85061613,4965088,35365046,1433203,22604718,125343736,1999672,13659812,2227970,2227056,19177172,6135808,581333,1124828,815117,3369799,40788026,19251248,168658
629,NEW JERSEY,2019,63926683,5146724,80668031,63183933,70464121,15154887,18663330,1708516,86720430,5196309,38844103,1597787,22685415,127186323,2168843,14039787,2504072,2503269,19771723,6226623,510683,1137978,825061,3911508,41946187,19617590,189550
630,NEW MEXICO,1992,1605048,349303,5183563,4805228,4743342,839029,1202897,135610,5582371,324192,2237656,128427,1919305,11896785,181599,378335,103474,103474,2203388,832189,79409,272193,51487,595450,2597717,710830,29042
631,NEW MEXICO,1993,1597465,492601,5599499,5189922,5375922,926963,1256712,142677,6302885,346260,2776572,137281,1976767,13652708,207734,409577,90348,90348,2270010,865810,80261,351177,46868,822852,2789086,757627,28598
632,NEW MEXICO,1994,1735172,359236,5995357,5569691,5798622,909894,1331968,141853,6708516,372835,3020921,143392,2158452,15436020,231036,425666,98956,98956,2478938,888694,87321,376138,51015,719298,3095888,908656,30499
633,NEW MEXICO,1995,1824098,297818,6363127,5867094,5660160,974299,1377263,155791,6634459,397271,2844484,161014,2362911,15467264,267297,496033,97594,97594,2671313,842850,86897,330681,49400,697573,3290559,878777,29704
634,NEW MEXICO,1996,2146696,330113,6747602,6228775,6331959,1811175,1793798,164818,8143134,451917,3060637,174737,2457274,17107484,268229,518827,109887,109887,2788024,878329,89048,353857,56490,651328,3527201,1118490,31279
635,NEW MEXICO,1997,2458248,336186,7058693,6486411,6963118,1225054,1973080,133707,8188172,460757,3322410,186491,2515590,18862497,269931,572282,123798,123798,2805192,1045292,84891,461169,58008,643909,3754132,1253017,42811
636,NEW MEXICO,1998,2571766,391074,7539619,6943830,7127032,1931516,1846136,187971,9058548,495831,3574537,196329,2622644,24056253,267416,595789,152309,152309,2961277,1069651,85318,456795,54659,875468,4007079,1276673,41923
637,NEW MEXICO,1999,3158463,401436,8089399,7434255,7160654,1596227,2071418,194151,8756881,504389,3454440,208104,2800929,28060948,274677,655144,169936,169936,3207238,999277,119249,330084,70074,935535,4302432,1338544,44942
638,NEW MEXICO,2000,3625232,634403,8700579,7985407,7887550,2682858,2187357,205760,10570408,504611,3743178,216722,3165507,32426115,302504,715172,178646,178646,3294373,1197763,136490,490291,77574,870164,4507411,1462832,44297
639,NEW MEXICO,2001,4304803,501005,9173756,8399238,8753051,346173,2452808,159678,9099224,462834,4002246,223023,3261752,33352213,323794,774518,190205,190205,3399430,1536465,130651,738693,86949,849800,4866127,1745521,45940
640,NEW MEXICO,2002,4493374,566743,10083987,9213597,8478045,268208,2854626,171396,8746253,485557,3628055,241454,3514151,31054810,340031,870390,192180,192180,3702439,1299263,138367,526563,88817,938380,5404835,2028295,49804
641,NEW MEXICO,2003,4601117,432775,10672603,9713782,9007272,840387,3220765,152092,9847659,505220,3607156,264845,3677414,30127413,290949,958821,175261,175261,3871935,1486275,179821,556985,109352,818750,5853821,2410880,55581
642,NEW MEXICO,2004,5411287,447220,11233417,10222110,9833783,2011313,3552118,169805,11845096,595140,4001780,254639,3813208,35013335,240706,1011307,164210,164210,4629320,1521842,173372,648091,111883,633467,6034962,2492564,59457
643,NEW MEXICO,2012,7550084,890385,16978696,14735931,14500809,1070752,5353495,274975,15571561,734180,5470982,329603,5337423,34745229,396216,2242765,303866,303866,4938700,2301087,210846,1026142,135073,708833,8827817,3907959,56493
644,NEW MEXICO,2013,7232938,872853,17113543,14928312,14483522,3728373,5416068,257169,18211895,728279,5390841,343095,5406138,36950462,403597,2185231,288029,288029,4992807,2307626,182781,912424,134511,756210,9007051,3927757,50999
645,NEW MEXICO,2014,6884017,822187,17675570,15480224,15589547,4715504,5558490,282382,20305051,701199,5757432,377227,5523324,41206665,418563,2195346,287293,287293,5059222,2874549,192062,1171980,142127,730559,9526228,4203759,57081
646,NEW MEXICO,2015,6738313,1194021,20012259,17816434,17347039,2011929,7038303,272008,19358968,739601,6009443,456721,5840534,35822375,314763,2195410,268732,268732,5800016,2615331,223607,1110545,145509,781409,11203766,5689510,58898
647,NEW MEXICO,2016,7086700,770107,20808142,18498550,16495816,2016644,7480744,348860,18512460,862460,5178859,472093,5930635,34742492,320912,2309049,251411,251411,5925772,2170527,199417,899433,151466,710946,12219152,6175212,59015
648,NEW MEXICO,2017,7057656,732217,20735008,18415885,16409227,4620806,7230013,307692,21030033,798500,5329658,483873,5956142,57781291,407895,2317952,387961,387961,7344279,2106369,244110,831476,141245,649304,12087139,5923297,50249
649,NEW MEXICO,2018,7268214,695448,21503299,19100576,17494796,3669424,7534520,322473,21164220,801689,5539329,483190,6081138,61429939,386056,2401633,417814,417814,7819144,2666990,201119,1159627,148651,695870,12547132,6238404,48546
650,NEW MEXICO,2019,7309769,862200,22156771,19688051,20569161,3693309,7529713,332445,24262470,821121,7427647,507215,6298980,66039977,381540,2467471,390493,390493,8004265,3753065,238295,1618235,158221,766340,12832318,6215389,57395
651,NEW YORK,1992,55868432,4840656,73153357,60869111,60415068,12604048,22142003,942553,74933626,4653348,30113133,2008174,17972006,108872562,1978690,8090377,3761704,3246942,30806575,5273164,332618,1079559,300169,2478453,30974869,20315984,290087
652,NEW YORK,1993,59218591,4426985,74279884,61557640,62985784,13146508,23604891,959161,78209421,5026050,31291336,2075580,16661431,117515589,1935065,8794768,3757476,3299528,30231338,4921618,347909,1084686,298824,2297014,32608843,21975194,293555
653,NEW YORK,1994,65077504,5124042,76871574,64802431,66587242,13518917,25725554,940811,82201503,5230877,32816619,2060013,17270575,125516394,2231831,7922771,3703638,3268554,30689494,4525535,370434,1126436,336293,2693551,34617221,24008547,284417
654,NEW YORK,1995,68465667,5337458,81371988,68307509,69875147,19013611,26918482,1013751,90997110,4929197,34294492,2272887,17494460,130762887,2404171,8894591,3836222,3393373,31730813,5013139,322292,1102527,347555,3046812,37196511,25784900,281424
655,NEW YORK,1996,73121852,5903696,82420166,68865818,71219317,20902489,27668376,973607,94277491,4950459,34150039,2377355,17326408,143826068,2699015,8897389,3763506,3354001,31923514,5459909,325720,1134485,353244,2841348,37516213,26145751,290906
656,NEW YORK,1997,74078490,5486691,83243290,70016990,75382513,17883601,30470368,945142,95442410,4786766,34864623,2287303,16243287,154671798,2147669,8926909,4169682,3766750,33101398,5872628,299091,1183157,344324,2763965,38115857,27594459,327677
657,NEW YORK,1998,73254370,6454288,87338292,73869205,80720172,13132642,33790935,966735,96131441,4807569,36154533,2372095,17402994,169345010,2351440,8515164,4179077,3693869,36027983,6325146,343235,1348265,419160,2772205,39982970,28537685,376460
658,NEW YORK,1999,76562422,6499138,92583501,78720499,80041543,19909443,31479109,917450,102241862,4849551,38700774,2364627,18747907,182386182,2794231,8770740,3967242,3480490,40198548,5470741,341411,1499475,462731,3214552,42047407,30487297,428738
659,NEW YORK,2000,78615990,7761011,96924806,80617376,84765365,24271465,32520574,970237,111397057,4743756,41735841,2440336,20705252,212186355,3568286,9929669,4258648,3663143,39458410,5938433,368998,1492688,474771,3265592,42830084,30718080,519724
