,State,Year,Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental.1,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare,Parks Total Expenditure
660,NEW YORK,2001,80384892,8637772,106598603,89236585,91801777,17651495,35575036,865094,112438570,4315032,44858302,2566911,23568538,222291947,4249606,11219035,4150895,3684100,45552262,6416182,427800,1257177,496925,3437042,46789240,32220931,535208
661,NEW YORK,2002,87978794,10618790,119198996,96528968,92896789,6271783,37729771,1040091,104533614,4513065,43262137,2492277,25562251,232741493,5444260,13199899,4606308,3647059,51562599,6706652,351875,1269661,623391,3295118,50743866,34598240,460646
662,NEW YORK,2003,91634857,10405974,127475233,101825036,98842100,13933858,43442351,1043227,118274576,6303581,42253291,2535996,27209154,230485391,5027482,14090774,4504681,3522330,52270289,7453548,390580,1327143,587382,3881359,56424800,38893504,466127
663,NEW YORK,2004,97920518,8786756,132897176,108262067,108342871,24129101,47894846,1193019,138563422,6428674,45826429,2586817,31359362,264635987,5231209,14365484,4000478,3063869,55527948,7501837,356697,1462716,818700,3672833,60239389,41154459,475625
664,NEW YORK,2012,142513773,10627292,181240199,144244666,145110787,20192096,50025688,1926804,173325042,10964970,71545745,2869707,41988956,246834284,8878017,24457502,5691486,4213731,66148103,11973472,517719,3409757,945549,4709126,81435964,52276732,488554
665,NEW YORK,2013,142864900,13194128,186993298,146645134,144156505,40344359,49089775,1952367,192401063,11099912,73667171,3202089,41683827,242937576,9303533,23543141,5735285,4295691,65985900,10489519,500749,3346329,977162,4284964,84229131,57737111,504365
666,NEW YORK,2014,143407624,7961505,178866850,145456947,147903813,47728168,50169474,1884841,204188700,10876202,76978982,3043877,42305555,263292865,9011148,21745476,5814323,4306138,67916926,10970614,441627,3722891,909557,4935232,81984403,53755017,605939
667,NEW YORK,2015,143880477,12892707,189878434,151427270,156767158,30060076,52665049,1764149,195501203,10828096,78201753,3075600,43024231,272613431,8271505,20979174,5758664,4225537,68594470,15522467,527447,3711068,904891,5410357,88452471,58001659,683057
668,NEW YORK,2016,143986640,9011573,194351031,159942917,161989182,13140300,56673695,1825201,183210282,11255847,81380073,3181679,46294695,270961778,8629362,21598629,5676530,4096937,71712892,13744587,466962,4078516,969021,5462359,92895980,63046790,685718
669,NEW YORK,2017,145204588,10043561,200001828,164061542,162710750,47354758,60888264,1814065,217782177,11230442,79678037,3202953,46348765,425344987,9132205,22168777,5732135,4085429,71260053,11787647,600528,3843267,1033187,6151516,98521851,66871098,700352
670,NEW YORK,2018,147959031,12825211,211161164,172148652,175752400,44894712,64587516,1771629,228736608,11579156,88541099,3199404,46901379,450660422,10046952,23070884,5990288,4198647,72084483,11437118,564604,4013726,1063974,7381820,105457758,71586122,732973
671,NEW YORK,2019,150744529,14239557,218317054,178181029,184098274,32375918,67089737,1808797,224820369,11857986,91621218,3186752,48595418,456522260,9927551,23351932,5902307,4194022,73710185,13894316,710387,3945910,1098826,7876706,109317471,75185226,761362
672,NORTH CAROLINA,1992,3819102,1123760,16045514,14671144,14980885,2683056,4017596,601150,17663941,1801940,9009742,551411,6312907,26528193,513656,1374370,273409,273409,6581952,759408,279626,208728,148812,1448093,7241610,2948994,43783
673,NORTH CAROLINA,1993,4001678,1318483,16915667,15494643,16366721,3007276,4685579,613995,19373997,1857947,9753838,606274,6439684,29608079,615288,1421024,281190,281190,6553635,660689,292837,225500,158837,1554923,7866160,3198211,38830
674,NORTH CAROLINA,1994,4537505,1381304,19039785,17642471,17959184,3091718,5298351,646871,21050902,2008683,10518600,720414,7670250,32840559,700800,1397314,241319,241319,7743118,711086,338274,248633,189367,1713492,8802517,3603210,61944
675,NORTH CAROLINA,1995,4547541,1639618,20436613,18734570,19170054,2921279,5474923,710224,22091333,2067265,11425714,819632,7761071,35947478,846203,1702043,257932,257932,7892389,795383,392976,248992,193459,1818036,9529943,4020356,59314
676,NORTH CAROLINA,1996,4513348,1863013,21220754,19410421,20047157,3340335,5758009,732907,23387492,2173293,11882318,873232,8050726,38709214,827710,1810333,251128,251128,7871400,881828,402566,137266,194927,1732824,10044152,4419392,87312
677,NORTH CAROLINA,1997,5677453,1858322,22864451,20954530,21695686,3831011,6318006,774753,25526697,2259458,12678199,935287,8560989,43297615,899998,1909921,297042,297042,8862732,1035808,407759,146816,219378,1888358,10910123,4732991,91426
678,NORTH CAROLINA,1998,6877271,2073446,24604942,22670625,23949838,9377137,6817303,841745,33326975,2462388,13869426,980517,9495500,59679784,961591,1934317,385485,385485,9518011,1283027,451922,168051,255059,2075677,11756082,4885953,135465
679,NORTH CAROLINA,1999,8227220,2131760,26830081,24610671,25311990,8751942,7613432,874808,34063932,2526546,14436294,900442,10584681,67912571,940239,2219410,437380,437380,10402203,1260630,458789,186047,346420,2209319,12932744,5112622,170119
680,NORTH CAROLINA,2000,9336374,2173964,29615132,27241758,27762320,6599080,8590697,742650,34361400,2566573,15315386,907378,11274133,73733761,886520,2373374,585449,585449,11662428,1470897,568173,224765,363882,2314238,14676763,5826871,153330
681,NORTH CAROLINA,2001,9998034,2353370,31626851,28860264,29391844,2810904,9546520,955966,32202748,2758881,15599964,937572,11960237,73856739,922880,2766587,558404,558404,11834491,1606756,623002,179122,338731,2513413,16106909,6202780,158100
682,NORTH CAROLINA,2002,11128287,2393822,33123528,29537271,29972482,1551126,10201721,884085,31523608,2823870,15537366,923487,11956287,71190461,930114,3586257,582690,582690,11897520,1511817,654624,155330,336111,2629038,16562481,6845986,126277
683,NORTH CAROLINA,2003,12141890,2462686,34360977,30428323,30171034,-128118,10278725,937372,30042985,2746998,15848650,942711,12376047,66096550,1026171,3912931,446717,446717,12584277,1483524,563816,171645,359016,2722986,16677794,7813094,130528
684,NORTH CAROLINA,2004,14102900,2961676,37094848,33053356,32951167,11419994,11608798,1017247,44371161,2917379,16836454,1041109,13290923,74342501,1274446,3939093,440626,440626,12316832,1711840,516959,201943,378278,3198090,18416462,8800027,151009
685,NORTH CAROLINA,2012,18291688,3490672,54583961,46616241,47226615,5060396,18195182,1476017,52287443,3966784,22714557,1553459,19548437,49964691,1546556,7907118,684665,684665,16592952,2869268,525720,94230,385973,3596945,26728748,13953706,170687
686,NORTH CAROLINA,2013,19054585,3473198,56750314,49226379,48605754,11293219,18330897,1584563,59899743,4122345,23818371,1283485,19210851,65113744,1526647,7450937,712957,712957,18315304,2788573,454211,164830,407326,3765818,30052682,14315828,171879
687,NORTH CAROLINA,2014,17853232,3469137,55353350,47812860,49783384,13736571,18093070,1706825,63521116,4138531,23512645,1263981,19098839,56420898,1414151,7419436,697642,697642,16029875,3094013,457929,73959,423221,3850276,29071316,13662060,157605
688,NORTH CAROLINA,2015,17514428,3419090,54871243,49010718,52382009,5041838,18446859,1755328,57425178,3871281,25084225,1270111,19912132,90528535,1343179,5715026,662280,662280,16088242,3487751,448788,67165,506044,3791251,29814909,14560381,172496
689,NORTH CAROLINA,2016,16919235,3817315,55720833,49622090,52976843,4106377,18114010,1884989,57085205,3962050,26218693,1325717,20290248,93428750,1302069,5916490,667933,667933,15958838,2880594,448288,74342,541221,4033354,29952798,14195258,194971
690,NORTH CAROLINA,2017,16310177,4178940,58259312,52111747,55045073,14788282,18492091,2249313,69834607,4041804,26868715,1388080,21201456,133084262,1544319,5994451,667668,667668,16682408,3574098,490408,77327,583307,4476105,31798053,14673101,204343
691,NORTH CAROLINA,2018,15354553,5064069,60928626,54693834,56437728,12700080,18700690,2197653,69139215,4203608,27855861,1412095,21934240,136582291,1683204,6156078,636410,636410,17278277,3455278,519597,92630,604212,5303644,32858007,15077269,221310
692,NORTH CAROLINA,2019,14944428,5813355,64503622,58035013,59524997,12026048,19607962,2327335,71551641,4342680,29316480,1447176,22857591,144007433,1720576,6402250,662960,662960,18735428,3853542,765349,89760,654101,6184868,34189650,15480938,234646
693,NORTH DAKOTA,1992,1027158,203827,2000615,1833674,1748143,261865,580195,59203,2010008,155370,693007,16118,685148,2919057,39384,166941,74478,74478,661168,145405,71042,87607,8018,228278,1112798,338354,9556
694,NORTH DAKOTA,1993,829832,177399,2119789,1910144,1969359,278224,646128,71103,2247583,201601,836438,16499,686004,2927173,46037,209645,65368,65368,668170,134542,87479,135275,7295,215013,1211468,411281,8404
695,NORTH DAKOTA,1994,756667,188302,2083430,1885714,2009594,279383,657988,63632,2288977,240530,884714,17389,722355,2816683,47546,197716,57706,57706,673025,113392,78060,115944,6668,236317,1180047,365385,7092
696,NORTH DAKOTA,1995,855350,216631,2212660,2048128,2142646,305834,691864,75963,2448480,264693,958725,18105,737348,3218856,48799,164532,53982,53982,698936,123165,86755,121810,6636,270305,1304356,437888,7385
697,NORTH DAKOTA,1996,819003,159819,2063612,1860406,2144456,424179,660161,77715,2568635,277620,985327,17060,704871,4214373,40496,203206,54697,54697,689340,138302,76937,121970,6380,209406,1192918,361336,6687
698,NORTH DAKOTA,1997,900079,163749,2425660,2221972,2426989,390614,812005,76787,2817603,294680,1064010,21323,773326,4606581,56870,203688,57476,57476,923278,154931,102804,142571,8617,230119,1415722,452311,9613
699,NORTH DAKOTA,1998,857474,256639,2526823,2327221,2533365,595095,892685,79755,3128460,300867,1078375,31602,809866,5357248,45534,199602,52318,52318,926889,155462,83178,128197,10772,322002,1440271,462372,7992
700,NORTH DAKOTA,1999,1329401,201221,2674523,2459208,2551734,383858,873392,83620,2935592,304569,1106499,38841,862986,6350269,46325,215315,68715,68715,916442,163898,82597,109928,13117,306292,1604589,589196,8158
701,NORTH DAKOTA,2000,1519729,303186,2855663,2568668,2797649,497751,1002136,87180,3295400,324779,1172373,31104,878845,6871779,43080,286995,77092,77092,995161,194238,84205,153303,12179,356849,1568794,546550,9180
702,NORTH DAKOTA,2001,1549350,267041,2897950,2673193,2840380,532864,998857,94352,3373244,280744,1164353,37605,902302,6816812,50017,224757,85986,85986,980125,216771,101487,172256,9815,322484,1712247,600415,10805
703,NORTH DAKOTA,2002,1673109,287461,3020393,2812686,2868404,148421,1043094,102792,3016825,284361,1117299,38522,942956,6922005,50333,207707,86602,86602,988360,201670,111226,144953,13903,376668,1819601,627303,13638
704,NORTH DAKOTA,2003,1599233,293570,3121369,2897516,3035526,323581,1128029,102750,3359107,288775,1177727,44526,1021351,6943119,49426,223853,85195,85195,975509,220359,129769,169992,12645,365282,1874457,651385,17302
705,NORTH DAKOTA,2004,1667880,281143,3254983,2975992,3177607,2056019,1220547,118377,5233626,299434,1228890,45458,1057056,8183077,57081,278991,76508,76508,955177,291368,133888,179986,13866,385158,1961876,683035,13934
706,NORTH DAKOTA,2012,2083611,914485,6327215,5711111,7055746,380142,1790840,187847,7435888,471746,4146149,103248,1836794,16910216,111401,503635,100654,100654,2253080,391454,184776,1715624,24075,1118229,3065971,954923,34710
707,NORTH DAKOTA,2013,1834319,757754,6423374,5746938,8064315,1094224,1566173,207482,9158539,494742,5298770,96798,1935978,19006909,124182,633760,96974,96974,2180590,426992,184047,2460366,28576,1061097,3206673,999561,39488
708,NORTH DAKOTA,2014,1886865,944659,7529613,6842110,8835809,1159667,1527087,227245,9995476,527934,6120435,89264,2181648,21296441,125262,651492,78866,78866,2898113,428431,188017,3296094,29424,1357177,3494738,1100045,29321
709,NORTH DAKOTA,2015,2063788,1014130,7941790,7161778,8799605,998624,1671217,225540,9798229,546733,5736355,91486,2307999,22953228,129752,692070,81660,81660,2870138,601938,210335,2852829,37021,1221559,3796584,1385251,30731
710,NORTH DAKOTA,2016,2355700,1010285,8302530,7466099,6709560,603827,1679723,204055,7313387,479555,3709105,98979,2501227,26456758,130446,747049,78608,78608,2965265,561117,141844,1554032,31277,1402911,3915079,1473946,28809
711,NORTH DAKOTA,2017,2885664,798926,7781327,7056679,6468323,1382013,1736646,213985,7850336,477252,3465326,102978,2412243,29368112,147683,645375,80221,80221,3296758,538477,171618,1521535,35252,1063696,3932243,1470825,32391
712,NORTH DAKOTA,2018,3048711,534189,7197074,6539038,7746544,1218527,1742138,214463,8965071,482971,4205184,104432,2336423,31627727,127917,611835,72639,72639,2997934,996668,150952,2120306,29140,752320,3853916,1555804,25277
713,NORTH DAKOTA,2019,3375270,626661,7721630,7036658,8508509,1012025,1795231,228684,9520534,510485,4969744,110201,2449865,34701528,143284,636495,106630,106630,3503955,966975,155855,2615631,32870,767111,3956073,1566235,27064
714,OHIO,1992,12193154,2192738,30424614,24106118,22989818,10348687,6468864,899932,33712435,2317995,12114788,691342,8489030,77771566,738828,6022409,854526,854526,10159535,1812599,241823,96601,154244,2286803,11863466,6493850,57032
715,OHIO,1993,12485771,2120638,31664809,25037974,24483360,13487037,7142038,887842,38341453,2432951,12788355,755297,8760384,77195928,815642,6358353,817858,817858,10549369,1845704,233277,97784,169454,2140896,12410843,7021276,64524
716,OHIO,1994,12117371,2122026,33421575,26869123,27051863,13418579,8217789,1165990,40836362,2671198,14188451,885083,8867242,91173332,961763,6289052,760164,760164,11074012,1672120,231907,108797,172346,2295655,13999726,7951892,71175
717,OHIO,1995,12295305,2148551,34990296,28129019,28263099,12672754,8171595,1332548,41306049,2729766,15186174,1051783,9890917,102189867,1127009,6598128,816419,816419,12222635,1933853,262630,106006,189488,2288287,14183294,7593068,76751
718,OHIO,1996,12627741,2127915,35517336,28492233,29351510,13983422,8610909,1218717,43708254,2612925,15649492,1144108,10315461,106667477,1304288,6765052,822123,822123,12849778,2208703,284083,116168,191677,2203465,14209375,7392179,80000
719,OHIO,1997,13437403,2748621,37406884,30704822,30792152,14069182,8992850,1355317,45249896,2820974,16417761,1263203,11232590,114997050,1352057,6439103,864726,864726,13394955,2366890,316243,128744,204209,2468029,15427292,7960889,93200
720,OHIO,1998,14182878,2919070,39209266,31943277,32299884,15404292,8953346,1456872,48133067,2779957,17642836,1369457,11602317,124654830,1480747,7004014,849710,849710,14388362,2523431,308937,141101,207888,2631239,15839114,8146684,111756
721,OHIO,1999,14963046,2934416,41113309,33284780,33206924,17614552,9308842,1379839,51273137,2812374,18178726,1441208,12324473,130376262,1530380,7546283,854632,854632,15246461,2356033,331604,170139,226220,2768427,16469341,8301328,162994
722,OHIO,2000,18087387,3288366,44630567,36143694,36165934,18627765,10073755,1558794,55273594,2795460,19676365,1627946,13248475,148544921,1615217,8181468,998095,998095,16302645,2813429,380274,187026,246839,3013176,17895083,9060175,154570
723,OHIO,2001,18913447,3266540,47880092,39034887,38195700,14100182,11770390,1483448,52802649,2678424,19617950,1581349,14556698,158300682,1757178,8523541,1038977,1038977,18115029,2962984,363358,199219,239383,3042469,19141856,10424962,102535
724,OHIO,2002,20008613,3100590,53473400,42361985,40232128,3031240,12654368,1562432,43787987,2936492,20130415,1440803,15625913,148144889,1862440,10783988,1134954,1134954,18718915,3313524,389217,143412,256546,3138661,21849758,11504467,114814
725,OHIO,2003,21054220,3307861,56392224,44613676,42422137,6937000,14058065,1701782,49904580,3329634,20651597,1686179,16327787,145104644,2022067,11429046,1146890,1146890,18992171,3174118,383998,147611,278653,3183792,23774544,12527978,94534
726,OHIO,2004,21840151,3097504,58679448,46329127,45616852,30129593,14870405,1813479,76327857,2901794,22475528,1558121,17006672,168305169,1936533,11984509,1192615,1192615,19663625,3150026,416181,112990,254436,3032342,25107990,13558685,113070
727,OHIO,2012,33602457,4346558,76768108,59069961,57875819,10497719,19907577,3580483,69198058,4847006,25928118,1541512,21137702,135977373,2159102,17172122,1581661,1581661,20266569,4505140,364374,76704,401761,4099728,33461487,19653958,75835
728,OHIO,2013,33145736,4944686,76412160,59611966,59558504,27502457,20124989,3445620,87953693,5195619,27242072,1539830,21663941,143671307,1946872,16434656,1379686,1379686,19028687,4420553,375874,117511,411391,4037693,34606261,20229712,84121
729,OHIO,2014,33662042,4626169,80733876,61939324,60973801,33440594,21345734,2928276,95331099,5400094,27020625,1558909,21687454,151867885,1926860,18091546,1465980,1465980,19333401,4615275,361354,49586,378260,4166688,36786206,22289545,80674
730,OHIO,2015,33108954,4785910,82701205,65287289,64376296,17746278,23180291,2171231,83104911,5314229,28297156,1589278,22208885,144779500,1664178,16658502,1308639,1308639,19732473,4515315,380165,25961,360237,4226330,40521079,25344578,96378
